"fecha";"Run Fondo";"serie";"tipo_rentabilidad";"rentabilidad_acumulada"
2023-03-08;"8639";APV;"1M";-0.008730294422296114
2023-03-08;"8639";APV;"3M";-0.022407958350529666
2023-03-08;"8639";APV;"6M";-0.010496613265561616
2023-03-08;"8639";APV;"1Y";0.03771505337568448
2023-03-08;"8639";APV;YTD;-0.012970542992209344
2023-03-08;"8687";APV;"1M";-0.008458695141612682
2023-03-08;"8687";APV;"3M";-0.047507801540472294
2023-03-08;"8687";APV;"6M";-0.053615054739865387
2023-03-08;"8687";APV;"1Y";-0.012785545674294019
2023-03-08;"8687";APV;YTD;-0.024341733931882548
2023-03-08;"8687";D;"1M";-0.00931044905141687
2023-03-08;"8687";D;"3M";-0.05013484687273784
2023-03-08;"8687";D;"6M";-0.05891488708749615
2023-03-08;"8687";D;"1Y";-0.023781528690876796
2023-03-08;"8687";D;YTD;-0.026375522577724686
2023-03-08;"8687";G;"1M";-0.008458906886782303
2023-03-08;"8687";G;"3M";-0.04750814121016611
2023-03-08;"8687";G;"6M";-0.05361552559961169
2023-03-08;"8687";G;"1Y";-0.012786007779739816
2023-03-08;"8687";G;YTD;-0.024341994719839666
2023-03-08;"8695";W-APV;"1M";-0.00854252018014523
2023-03-08;"8695";W-APV;"3M";-0.03156990719796471
2023-03-08;"8695";W-APV;"6M";0.004785183635358292
2023-03-08;"8695";W-APV;"1Y";0.04180186175035594
2023-03-08;"8695";W-APV;YTD;-0.02155400439363675
2023-03-08;"8774";C;"1M";-0.006804315405452899
2023-03-08;"8774";C;"3M";-0.024842673325692344
2023-03-08;"8774";C;"6M";-0.0035304333062781135
2023-03-08;"8774";C;"1Y";0.061370748364211414
2023-03-08;"8774";C;YTD;-0.015960708929015133
2023-03-08;"8774";D;"1M";-0.006651888176692045
2023-03-08;"8774";D;"3M";-0.024361622788527715
2023-03-08;"8774";D;"6M";-0.0025306556881532494
2023-03-08;"8774";D;"1Y";0.0634957012608659
2023-03-08;"8774";D;YTD;-0.015593923629570794
2023-03-08;"8825";B;"1M";-0.007478782989064903
2023-03-08;"8825";B;"3M";-0.027350931664252398
2023-03-08;"8825";B;"6M";-0.018109820027183976
2023-03-08;"8825";B;"1Y";0.003547637818646754
2023-03-08;"8825";B;YTD;-0.01452030266510751
2023-03-08;"8825";H;"1M";-0.0073265805004610884
2023-03-08;"8825";H;"3M";-0.026871525266306207
2023-03-08;"8825";H;"6M";-0.017125222618000202
2023-03-08;"8825";H;"1Y";-0.02115172198805393
2023-03-08;"8825";H;YTD;-0.014153163180881667
2023-03-08;"8825";K;"1M";-0.0069521827523220114
2023-03-08;"8825";K;"3M";-0.025690283579706263
2023-03-08;"8825";K;"6M";-0.01469773361403981
2023-03-08;"8825";K;"1Y";-0.01767183648596682
2023-03-08;"8825";K;YTD;-0.013249275295425633
2023-03-08;"8825";P;"1M";-0.007326593981181073
2023-03-08;"8825";P;"3M";-0.02687153190830549
2023-03-08;"8825";P;"6M";-0.017125215871398036
2023-03-08;"8825";P;"1Y";-0.021151982518972656
2023-03-08;"8825";P;YTD;-0.014153418167590859
2023-03-08;"8826";B;"1M";-0.007009670473402396
2023-03-08;"8826";B;"3M";-0.02266821383006601
2023-03-08;"8826";B;"6M";-0.0037083753991147272
2023-03-08;"8826";B;"1Y";0.018145474768614278
2023-03-08;"8826";B;YTD;-0.013921061388417755
2023-03-08;"8826";H;"1M";-0.006857583684446555
2023-03-08;"8826";H;"3M";-0.022186107174556713
2023-03-08;"8826";H;"6M";-0.0027094510556961993
2023-03-08;"8826";H;"1Y";-0.001974033935102648
2023-03-08;"8826";H;YTD;-0.013553672411512951
2023-03-08;"8826";K;"1M";-0.006453413204641101
2023-03-08;"8826";K;"3M";-0.020907223755619264
2023-03-08;"8826";K;"6M";-0.0000553522960082
2023-03-08;"8826";K;"1Y";0.0022173217474583673
2023-03-08;"8826";K;YTD;-0.012578946752266784
2023-03-08;"8826";P;"1M";-0.00685745196186649
2023-03-08;"8826";P;"3M";-0.022186468784890945
2023-03-08;"8826";P;"6M";-0.0027096188367398133
2023-03-08;"8826";P;"1Y";-0.001974773526935092
2023-03-08;"8826";P;YTD;-0.013554032412232186
2023-03-08;"8845";APV;"1M";-0.0039031994748764953
2023-03-08;"8845";APV;"3M";-0.019684963364765995
2023-03-08;"8845";APV;"6M";0.003404516767003818
2023-03-08;"8845";APV;"1Y";0.03797081791310419
2023-03-08;"8845";APV;YTD;-0.00974144790368614
2023-03-08;"8845";G;"1M";-0.0037885347092802
2023-03-08;"8845";G;"3M";-0.01932224760170831
2023-03-08;"8845";G;"6M";0.004159509911714654
2023-03-08;"8845";G;"1Y";0.03952909420777373
2023-03-08;"8845";G;YTD;-0.00946459075894679
2023-03-08;"8911";APV;"1M";-0.0034303157782828997
2023-03-08;"8911";APV;"3M";-0.019443015856373203
2023-03-08;"8911";APV;"6M";0.001230248198614392
2023-03-08;"8911";APV;"1Y";0.03815825547250662
2023-03-08;"8911";APV;YTD;-0.003581037855622582
2023-03-08;"8992";APV;"1M";-0.014377042857946276
2023-03-08;"8992";APV;"3M";-0.052449777205596404
2023-03-08;"8992";APV;"6M";-0.045889199910775114
2023-03-08;"8992";APV;"1Y";-0.026083751464211047
2023-03-08;"8992";APV;YTD;-0.030660933833412396
2023-03-08;"8992";APV2;"1M";-0.01392299199261704
2023-03-08;"8992";APV2;"3M";-0.051046306208935466
2023-03-08;"8992";APV2;"6M";-0.04301392424496142
2023-03-08;"8992";APV2;"1Y";-0.020222524918362406
2023-03-08;"8992";APV2;YTD;-0.02957632964226642
2023-03-08;"8992";S-APV;"1M";-0.013998798738691698
2023-03-08;"8992";S-APV;"3M";-0.05128049264668744
2023-03-08;"8992";S-APV;"6M";-0.04349364730873839
2023-03-08;"8992";S-APV;"1Y";-0.0212014935693986
2023-03-08;"8992";S-APV;YTD;-0.02975736664949158
2023-03-08;"9006";APV;"1M";-0.008551732124921774
2023-03-08;"9006";APV;"3M";-0.02281044235943841
2023-03-08;"9006";APV;"6M";0.003621411786195017
2023-03-08;"9006";APV;"1Y";0.046601870368803144
2023-03-08;"9006";APV;YTD;-0.01137023451533381
2023-03-08;"9043";B;"1M";-0.0057450659822312344
2023-03-08;"9043";B;"3M";-0.027474207033144515
2023-03-08;"9043";B;"6M";-0.016115960717010047
2023-03-08;"9043";B;"1Y";0.021532249834651296
2023-03-08;"9043";B;YTD;-0.015580878002039444
2023-03-08;"9043";BPLUS;"1M";-0.005248962595598372
2023-03-08;"9043";BPLUS;"3M";-0.025914204824550202
2023-03-08;"9043";BPLUS;"6M";-0.012904408267930378
2023-03-08;"9043";BPLUS;"1Y";0.028193574472335836
2023-03-08;"9043";BPLUS;YTD;-0.014388000156015268
2023-03-08;"9062";APV;"1M";-0.005873817498807998
2023-03-08;"9062";APV;"3M";-0.024867377308426253
2023-03-08;"9062";APV;"6M";-0.016807292423783426
2023-03-08;"9062";APV;"1Y";0.05112342456399377
2023-03-08;"9062";APV;YTD;-0.011431188001585602
2023-03-08;"9062";APV-AP;"1M";-0.005637420592820019
2023-03-08;"9062";APV-AP;"3M";-0.02412173706250853
2023-03-08;"9062";APV-AP;"6M";-0.015277996487085055
2023-03-08;"9062";APV-AP;"1Y";0.05438691667223039
2023-03-08;"9062";APV-AP;YTD;-0.010860101401713229
2023-03-08;"9190";APV;"1M";-0.005656507319383053
2023-03-08;"9190";APV;"3M";-0.008475346106862847
2023-03-08;"9190";APV;"6M";0.002777020354053361
2023-03-08;"9190";APV;"1Y";0.02281877104739305
2023-03-08;"9190";APV;YTD;-0.0030537086926574197
2023-03-08;"9429";APV;"1M";-0.006819718723802604
2023-03-08;"9429";APV;"3M";-0.011004438140280515
2023-03-08;"9429";APV;"6M";-0.0016218902038684924
2023-03-08;"9429";APV;"1Y";0.015991053341896544
2023-03-08;"9429";APV;YTD;-0.00409041414399991
2023-03-08;"9431";APV;"1M";-0.009019871766588139
2023-03-08;"9431";APV;"3M";-0.02214824753279132
2023-03-08;"9431";APV;"6M";-0.01776567811635943
2023-03-08;"9431";APV;"1Y";-0.0013579554230503943
2023-03-08;"9431";APV;YTD;-0.007179668703234499
2023-03-08;"9577";W-APV;"1M";-0.006945555255497893
2023-03-08;"9577";W-APV;"3M";-0.03201119119743934
2023-03-08;"9577";W-APV;"6M";-0.014802995424074594
2023-03-08;"9577";W-APV;"1Y";0.033264544064597334
2023-03-08;"9577";W-APV;YTD;-0.014902989600057093
2023-03-08;"9594";B;"1M";-0.004111239469069883
2023-03-08;"9594";B;"3M";-0.016265931444488513
2023-03-08;"9594";B;"6M";-0.001949790599063972
2023-03-08;"9594";B;"1Y";0.031844624053265935
2023-03-08;"9594";B;YTD;-0.004780427495753248
2023-03-08;"9594";H;"1M";-0.003881861576806367
2023-03-08;"9594";H;"3M";-0.015537700431119461
2023-03-08;"9594";H;"6M";-0.0004473119539189
2023-03-08;"9594";H;"1Y";0.0006743488726588
2023-03-08;"9594";H;YTD;-0.004223841294556441
2023-03-08;"9594";K;"1M";-0.0033469686254340436
2023-03-08;"9594";K;"3M";-0.013837389108371179
2023-03-08;"9594";K;"6M";0.0030667606342460463
2023-03-08;"9594";K;"1Y";0.04221547750176624
2023-03-08;"9594";K;YTD;-0.002924682804936629
2023-03-08;"9594";P;"1M";-0.0038819637928720896
2023-03-08;"9594";P;"3M";-0.015537940247537851
2023-03-08;"9594";P;"6M";-0.0004476255764168
2023-03-08;"9594";P;"1Y";0.0006730905508843
2023-03-08;"9594";P;YTD;-0.004224158819780777
2023-03-08;"9646";APV;"1M";-0.0023049842034897905
2023-03-08;"9646";APV;"3M";-0.019373257600595384
2023-03-08;"9646";APV;"6M";0.0039177726793437895
2023-03-08;"9646";APV;"1Y";0.04783608589011057
2023-03-08;"9646";APV;YTD;-0.006064827389694383
2023-03-09;"8032";APV;"1M";-0.014879193536004753
2023-03-09;"8032";APV;"3M";-0.0446029274441514
2023-03-09;"8032";APV;"6M";-0.055118776179386875
2023-03-09;"8032";APV;"1Y";-0.015025452443119591
2023-03-09;"8032";APV;YTD;-0.02899119547692408
2023-03-09;"8032";D;"1M";-0.015634592951969117
2023-03-09;"8032";D;"3M";-0.04695577516760019
2023-03-09;"8032";D;"6M";-0.059844123298255725
2023-03-09;"8032";D;"1Y";-0.024825928623164017
2023-03-09;"8032";D;YTD;-0.0308250227135759
2023-03-09;"8032";E;"1M";0.0
2023-03-09;"8032";E;"3M";0.0
2023-03-09;"8032";E;"6M";0.0
2023-03-09;"8032";E;"1Y";0.0
2023-03-09;"8032";E;YTD;0.0
2023-03-09;"8032";G;"1M";-0.014879211876492549
2023-03-09;"8032";G;"3M";-0.04460280838123454
2023-03-09;"8032";G;"6M";-0.05511861468677537
2023-03-09;"8032";G;"1Y";-0.015025256132394915
2023-03-09;"8032";G;YTD;-0.028991107474086064
2023-03-09;"8116";APV;"1M";-0.0124887215438515
2023-03-09;"8116";APV;"3M";-0.022315379073018615
2023-03-09;"8116";APV;"6M";-0.011107246582791497
2023-03-09;"8116";APV;"1Y";0.0460147739754746
2023-03-09;"8116";APV;YTD;-0.016686678194908988
2023-03-09;"8245";APV;"1M";-0.013525050547811168
2023-03-09;"8245";APV;"3M";-0.019435724400360566
2023-03-09;"8245";APV;"6M";-0.016347619691420068
2023-03-09;"8245";APV;"1Y";0.04056810088760665
2023-03-09;"8245";APV;YTD;-0.016566197877064592
2023-03-09;"8251";B;"1M";-0.010057501039060668
2023-03-09;"8251";B;"3M";-0.018966372771569207
2023-03-09;"8251";B;"6M";-0.0027751094256535103
2023-03-09;"8251";B;"1Y";0.026733362413178918
2023-03-09;"8251";B;YTD;-0.020484889261021322
2023-03-09;"8251";H;"1M";-0.009905588312832614
2023-03-09;"8251";H;"3M";-0.01848252975812148
2023-03-09;"8251";H;"6M";-0.0017746199612443947
2023-03-09;"8251";H;"1Y";0.013334544934610726
2023-03-09;"8251";H;YTD;-0.02011455077992541
2023-03-09;"8251";K;"1M";-0.009502887600897014
2023-03-09;"8251";K;"3M";-0.017198691563130142
2023-03-09;"8251";K;"6M";0.0008816004434309
2023-03-09;"8251";K;"1Y";0.017241399342171393
2023-03-09;"8251";K;YTD;-0.019132048404840396
2023-03-09;"8251";P;"1M";-0.009905477688748388
2023-03-09;"8251";P;"3M";-0.01848230379313487
2023-03-09;"8251";P;"6M";-0.0017742253918318074
2023-03-09;"8251";P;"1Y";0.028056930692604842
2023-03-09;"8251";P;YTD;-0.02011432375369615
2023-03-09;"8336";I-APV;"1M";-0.010234992809713517
2023-03-09;"8336";I-APV;"3M";-0.029692694906161443
2023-03-09;"8336";I-APV;"6M";-0.033974129944177034
2023-03-09;"8336";I-APV;"1Y";0.013655675449423033
2023-03-09;"8336";I-APV;YTD;-0.026312049730051523
2023-03-09;"8576";APV;"1M";-0.015851199987294895
2023-03-09;"8576";APV;"3M";-0.03745628709116111
2023-03-09;"8576";APV;"6M";-0.027337758827116088
2023-03-09;"8576";APV;"1Y";0.0068048142710595005
2023-03-09;"8576";APV;YTD;-0.02623838338638318
2023-03-09;"8578";APV;"1M";-0.01046219353572686
2023-03-09;"8578";APV;"3M";-0.030223604279427052
2023-03-09;"8578";APV;"6M";0.005557816432262719
2023-03-09;"8578";APV;"1Y";0.04502081483699483
2023-03-09;"8578";APV;YTD;-0.026044575655905344
2023-03-09;"8639";APV;"1M";-0.017051558470109862
2023-03-09;"8639";APV;"3M";-0.023736528516871247
2023-03-09;"8639";APV;"6M";-0.024036243682231118
2023-03-09;"8639";APV;"1Y";0.025827441077782787
2023-03-09;"8639";APV;YTD;-0.017216444174872114
2023-03-09;"8687";APV;"1M";-0.017120752590237598
2023-03-09;"8687";APV;"3M";-0.04481210681658532
2023-03-09;"8687";APV;"6M";-0.06987229248398097
2023-03-09;"8687";APV;"1Y";-0.027289129720061922
2023-03-09;"8687";APV;YTD;-0.031229280669476056
2023-03-09;"8687";D;"1M";-0.017965053831400124
2023-03-09;"8687";D;"3M";-0.047446588409308155
2023-03-09;"8687";D;"6M";-0.07508108142830605
2023-03-09;"8687";D;"1Y";-0.03812356491801905
2023-03-09;"8687";D;YTD;-0.03327836620440994
2023-03-09;"8687";G;"1M";-0.01712097657534939
2023-03-09;"8687";G;"3M";-0.044812400046118084
2023-03-09;"8687";G;"6M";-0.0698727201289463
2023-03-09;"8687";G;"1Y";-0.027289583319272115
2023-03-09;"8687";G;YTD;-0.031229515715775036
2023-03-09;"8695";W-APV;"1M";-0.012232705708465685
2023-03-09;"8695";W-APV;"3M";-0.02881368306070209
2023-03-09;"8695";W-APV;"6M";-0.0038639039187562396
2023-03-09;"8695";W-APV;"1Y";0.04067425518812806
2023-03-09;"8695";W-APV;YTD;-0.024508922716828252
2023-03-09;"8774";C;"1M";-0.009669054747316053
2023-03-09;"8774";C;"3M";-0.025196051839513567
2023-03-09;"8774";C;"6M";-0.011579092297850146
2023-03-09;"8774";C;"1Y";0.0565316884482705
2023-03-09;"8774";C;YTD;-0.0197007023433573
2023-03-09;"8774";D;"1M";-0.009517097271210528
2023-03-09;"8774";D;"3M";-0.02471515094807386
2023-03-09;"8774";D;"6M";-0.010587494695827426
2023-03-09;"8774";D;"1Y";0.05864687473912
2023-03-09;"8774";D;YTD;-0.019329962653902855
2023-03-09;"8825";B;"1M";-0.013498896819536088
2023-03-09;"8825";B;"3M";-0.025534566257534252
2023-03-09;"8825";B;"6M";-0.02919499604732978
2023-03-09;"8825";B;"1Y";-0.005916904963389924
2023-03-09;"8825";B;YTD;-0.018610092869449035
2023-03-09;"8825";H;"1M";-0.013347603398148777
2023-03-09;"8825";H;"3M";-0.02505424654236399
2023-03-09;"8825";H;"6M";-0.028221547872385733
2023-03-09;"8825";H;"1Y";-0.025208648688043733
2023-03-09;"8825";H;YTD;-0.01823909605141294
2023-03-09;"8825";K;"1M";-0.012975543238624931
2023-03-09;"8825";K;"3M";-0.02387093333918111
2023-03-09;"8825";K;"6M";-0.02582153646152141
2023-03-09;"8825";K;"1Y";-0.0217300729401817
2023-03-09;"8825";K;YTD;-0.017325782425073655
2023-03-09;"8825";P;"1M";-0.013347656625196214
2023-03-09;"8825";P;"3M";-0.0250543188750747
2023-03-09;"8825";P;"6M";-0.028221507102542454
2023-03-09;"8825";P;"1Y";-0.02520892009611253
2023-03-09;"8825";P;YTD;-0.018239362023740324
2023-03-09;"8826";B;"1M";-0.01220179070411831
2023-03-09;"8826";B;"3M";-0.021868566511420107
2023-03-09;"8826";B;"6M";-0.013438001395256194
2023-03-09;"8826";B;"1Y";0.010080652661867529
2023-03-09;"8826";B;YTD;-0.017905495301674512
2023-03-09;"8826";H;"1M";-0.012050491499624005
2023-03-09;"8826";H;"3M";-0.02138607585375263
2023-03-09;"8826";H;"6M";-0.0124488161838745
2023-03-09;"8826";H;"1Y";-0.006001304864568513
2023-03-09;"8826";H;YTD;-0.017534216759711896
2023-03-09;"8826";K;"1M";-0.011648502514059134
2023-03-09;"8826";K;"3M";-0.020106120290900975
2023-03-09;"8826";K;"6M";-0.009820695000431812
2023-03-09;"8826";K;"1Y";-0.0018123937810836654
2023-03-09;"8826";K;YTD;-0.016549169442634848
2023-03-09;"8826";P;"1M";-0.012050321139108089
2023-03-09;"8826";P;"3M";-0.021386334837091292
2023-03-09;"8826";P;"6M";-0.012448906380946423
2023-03-09;"8826";P;"1Y";-0.006001992678500434
2023-03-09;"8826";P;YTD;-0.017534527080380724
2023-03-09;"8845";APV;"1M";-0.008788353433290208
2023-03-09;"8845";APV;"3M";-0.020085031802047792
2023-03-09;"8845";APV;"6M";-0.007356693507252876
2023-03-09;"8845";APV;"1Y";0.031192942298283732
2023-03-09;"8845";APV;YTD;-0.014587927161208158
2023-03-09;"8845";G;"1M";-0.008674209393061405
2023-03-09;"8845";G;"3M";-0.019722481152737892
2023-03-09;"8845";G;"6M";-0.006609760528482944
2023-03-09;"8845";G;"1Y";0.03274106622197581
2023-03-09;"8845";G;YTD;-0.014308416663198598
2023-03-09;"8911";APV;"1M";-0.0068470946167380475
2023-03-09;"8911";APV;"3M";-0.01644516216879588
2023-03-09;"8911";APV;"6M";-0.006500079209994181
2023-03-09;"8911";APV;"1Y";0.032662010217049176
2023-03-09;"8911";APV;YTD;-0.005885740348662516
2023-03-09;"8992";APV;"1M";-0.02221078719767
2023-03-09;"8992";APV;"3M";-0.0451323379852524
2023-03-09;"8992";APV;"6M";-0.06433642086246072
2023-03-09;"8992";APV;"1Y";-0.03213389637552311
2023-03-09;"8992";APV;YTD;-0.037403814295316806
2023-03-09;"8992";APV2;"1M";-0.021760363138044858
2023-03-09;"8992";APV2;"3M";-0.04371804723781281
2023-03-09;"8992";APV2;"6M";-0.06151671862679342
2023-03-09;"8992";APV2;"1Y";-0.026309074416571043
2023-03-09;"8992";APV2;YTD;-0.03631090499291967
2023-03-09;"8992";S-APV;"1M";-0.021835559199579913
2023-03-09;"8992";S-APV;"3M";-0.043954029703058395
2023-03-09;"8992";S-APV;"6M";-0.0619871893901498
2023-03-09;"8992";S-APV;"1Y";-0.02728195828135771
2023-03-09;"8992";S-APV;YTD;-0.03649332004411532
2023-03-09;"9006";APV;"1M";-0.01725318023687883
2023-03-09;"9006";APV;"3M";-0.024495856521956405
2023-03-09;"9006";APV;"6M";-0.010064349146665652
2023-03-09;"9006";APV;"1Y";0.03643012201254492
2023-03-09;"9006";APV;YTD;-0.018059791551362836
2023-03-09;"9043";B;"1M";-0.011504516416447785
2023-03-09;"9043";B;"3M";-0.02636674518885118
2023-03-09;"9043";B;"6M";-0.02893788628666849
2023-03-09;"9043";B;"1Y";0.013516408831883542
2023-03-09;"9043";B;YTD;-0.019948347114886134
2023-03-09;"9043";BPLUS;"1M";-0.011011332642257066
2023-03-09;"9043";BPLUS;"3M";-0.02480500033264932
2023-03-09;"9043";BPLUS;"6M";-0.025768194601511474
2023-03-09;"9043";BPLUS;"1Y";0.020125444637402623
2023-03-09;"9043";BPLUS;YTD;-0.018743308633484168
2023-03-09;"9062";APV;"1M";-0.012458895908444734
2023-03-09;"9062";APV;"3M";-0.024462446562136364
2023-03-09;"9062";APV;"6M";-0.028719379932218292
2023-03-09;"9062";APV;"1Y";0.039398210373335685
2023-03-09;"9062";APV;YTD;-0.014653550652899527
2023-03-09;"9062";APV-AP;"1M";-0.01222395587247671
2023-03-09;"9062";APV-AP;"3M";-0.02371637235875179
2023-03-09;"9062";APV-AP;"6M";-0.027208562011679982
2023-03-09;"9062";APV-AP;"1Y";0.04262540693871775
2023-03-09;"9062";APV-AP;YTD;-0.014075878145872855
2023-03-09;"9190";APV;"1M";-0.010049955212828143
2023-03-09;"9190";APV;"3M";-0.007387437270009123
2023-03-09;"9190";APV;"6M";-0.005454840257239413
2023-03-09;"9190";APV;"1Y";0.02302077592609786
2023-03-09;"9190";APV;YTD;-0.0056197048283394
2023-03-09;"9429";APV;"1M";-0.01154110818636267
2023-03-09;"9429";APV;"3M";-0.010013660300963512
2023-03-09;"9429";APV;"6M";-0.01012273092474747
2023-03-09;"9429";APV;"1Y";0.015581873108034161
2023-03-09;"9429";APV;YTD;-0.006939870667617476
2023-03-09;"9431";APV;"1M";-0.017530908252978872
2023-03-09;"9431";APV;"3M";-0.02227289261484433
2023-03-09;"9431";APV;"6M";-0.03307543945642555
2023-03-09;"9431";APV;"1Y";-0.003196653893296375
2023-03-09;"9431";APV;YTD;-0.012785857712409032
2023-03-09;"9577";W-APV;"1M";-0.0057454098883361615
2023-03-09;"9577";W-APV;"3M";-0.022737384693800378
2023-03-09;"9577";W-APV;"6M";-0.014952782457385072
2023-03-09;"9577";W-APV;"1Y";0.040702432869082816
2023-03-09;"9577";W-APV;YTD;-0.015052761430488504
2023-03-09;"9594";B;"1M";-0.010329142107860068
2023-03-09;"9594";B;"3M";-0.015343522413681643
2023-03-09;"9594";B;"6M";-0.014533057378996794
2023-03-09;"9594";B;"1Y";0.023778479520542906
2023-03-09;"9594";B;YTD;-0.009105494940629177
2023-03-09;"9594";H;"1M";-0.010101192074699172
2023-03-09;"9594";H;"3M";-0.014614645458774667
2023-03-09;"9594";H;"6M";-0.013049534643784333
2023-03-09;"9594";H;"1Y";-0.0036662507578024695
2023-03-09;"9594";H;YTD;-0.008543194170313129
2023-03-09;"9594";K;"1M";-0.009569671197557916
2023-03-09;"9594";K;"3M";-0.012912717410281438
2023-03-09;"9594";K;"6M";-0.009579733890060949
2023-03-09;"9594";K;"1Y";0.034068246104568045
2023-03-09;"9594";K;YTD;-0.00723062438846378
2023-03-09;"9594";P;"1M";-0.010101244746711036
2023-03-09;"9594";P;"3M";-0.014614864287298412
2023-03-09;"9594";P;"6M";-0.013049788781690497
2023-03-09;"9594";P;"1Y";-0.0036674646922988385
2023-03-09;"9594";P;YTD;-0.008543471579645634
2023-03-09;"9646";APV;"1M";-0.005664725475868604
2023-03-09;"9646";APV;"3M";-0.016915152421207225
2023-03-09;"9646";APV;"6M";-0.003743794893847796
2023-03-09;"9646";APV;"1Y";0.042537970678105275
2023-03-09;"9646";APV;YTD;-0.008547609915382837
2023-03-10;"8032";APV;"1M";-0.019743441618235047
2023-03-10;"8032";APV;"3M";-0.04860316543716314
2023-03-10;"8032";APV;"6M";-0.05910359794746034
2023-03-10;"8032";APV;"1Y";-0.01623649187883458
2023-03-10;"8032";APV;YTD;-0.03293972872060702
2023-03-10;"8032";D;"1M";-0.02049510891791817
2023-03-10;"8032";D;"3M";-0.05094619020245594
2023-03-10;"8032";D;"6M";-0.06380899432084564
2023-03-10;"8032";D;"1Y";-0.026024918408668163
2023-03-10;"8032";D;YTD;-0.03479256100767403
2023-03-10;"8032";E;"1M";0.0
2023-03-10;"8032";E;"3M";0.0
2023-03-10;"8032";E;"6M";0.0
2023-03-10;"8032";E;"1Y";0.0
2023-03-10;"8032";E;YTD;0.0
2023-03-10;"8032";G;"1M";-0.019743472990075728
2023-03-10;"8032";G;"3M";-0.04860303984960701
2023-03-10;"8032";G;"6M";-0.0591034287701121
2023-03-10;"8032";G;"1Y";-0.01623634387899564
2023-03-10;"8032";G;YTD;-0.032939661756682836
2023-03-10;"8116";APV;"1M";-0.01570807614344749
2023-03-10;"8116";APV;"3M";-0.026592033193905573
2023-03-10;"8116";APV;"6M";-0.015087786920421897
2023-03-10;"8116";APV;"1Y";0.042051106172095176
2023-03-10;"8116";APV;YTD;-0.020470334312342575
2023-03-10;"8245";APV;"1M";-0.016784490307230948
2023-03-10;"8245";APV;"3M";-0.022859930515380378
2023-03-10;"8245";APV;"6M";-0.019806429725412356
2023-03-10;"8245";APV;"1Y";0.03235640288350394
2023-03-10;"8245";APV;YTD;-0.01992130232143363
2023-03-10;"8251";B;"1M";-0.009178306238250444
2023-03-10;"8251";B;"3M";-0.019810315122869904
2023-03-10;"8251";B;"6M";-0.0036715688248473155
2023-03-10;"8251";B;"1Y";0.022340016535142393
2023-03-10;"8251";B;YTD;-0.021169629959925995
2023-03-10;"8251";H;"1M";-0.009026260558244736
2023-03-10;"8251";H;"3M";-0.019326887155835748
2023-03-10;"8251";H;"6M";-0.002672001905764776
2023-03-10;"8251";H;"1Y";0.012631711014122304
2023-03-10;"8251";H;YTD;-0.020794184900115753
2023-03-10;"8251";K;"1M";-0.008623196396362443
2023-03-10;"8251";K;"3M";-0.018044136437532
2023-03-10;"8251";K;"6M";-0.0000181092658378
2023-03-10;"8251";K;"1Y";0.01655062711738231
2023-03-10;"8251";K;YTD;-0.01979812072315723
2023-03-10;"8251";P;"1M";-0.00902617160669228
2023-03-10;"8251";P;"3M";-0.01932663194169304
2023-03-10;"8251";P;"6M";-0.0026715761856384024
2023-03-10;"8251";P;"1Y";0.023671889229405885
2023-03-10;"8251";P;YTD;-0.02079396594316707
2023-03-10;"8336";I-APV;"1M";-0.013624633706009637
2023-03-10;"8336";I-APV;"3M";-0.03266722979198344
2023-03-10;"8336";I-APV;"6M";-0.03695855204634635
2023-03-10;"8336";I-APV;"1Y";0.00893380703715474
2023-03-10;"8336";I-APV;YTD;-0.029173597918062955
2023-03-10;"8576";APV;"1M";-0.021100883617173327
2023-03-10;"8576";APV;"3M";-0.043732123441799664
2023-03-10;"8576";APV;"6M";-0.0336829597064634
2023-03-10;"8576";APV;"1Y";-0.002280907874156024
2023-03-10;"8576";APV;YTD;-0.0325302009968389
2023-03-10;"8578";APV;"1M";-0.010106965576131666
2023-03-10;"8578";APV;"3M";-0.031576136269873656
2023-03-10;"8578";APV;"6M";0.004143175255783449
2023-03-10;"8578";APV;"1Y";0.038522490492735706
2023-03-10;"8578";APV;YTD;-0.027241614380082102
2023-03-10;"8639";APV;"1M";-0.019782901334405634
2023-03-10;"8639";APV;"3M";-0.02890912584138372
2023-03-10;"8639";APV;"6M";-0.02922753529782318
2023-03-10;"8639";APV;"1Y";0.022467949063133874
2023-03-10;"8639";APV;YTD;-0.022314750235576608
2023-03-10;"8687";APV;"1M";-0.023365980008339338
2023-03-10;"8687";APV;"3M";-0.05017359145669087
2023-03-10;"8687";APV;"6M";-0.07510841521290723
2023-03-10;"8687";APV;"1Y";-0.030363008198308727
2023-03-10;"8687";APV;YTD;-0.03656358819820271
2023-03-10;"8687";D;"1M";-0.02420489351068522
2023-03-10;"8687";D;"3M";-0.0527932487968239
2023-03-10;"8687";D;"6M";-0.08028786016138678
2023-03-10;"8687";D;"1Y";-0.041163150514015534
2023-03-10;"8687";D;YTD;-0.03863086150100403
2023-03-10;"8687";G;"1M";-0.023366174584817934
2023-03-10;"8687";G;"3M";-0.05017384329039021
2023-03-10;"8687";G;"6M";-0.07510881099659195
2023-03-10;"8687";G;"1Y";-0.030363438092085082
2023-03-10;"8687";G;YTD;-0.036563792441447474
2023-03-10;"8695";W-APV;"1M";-0.015228832372436885
2023-03-10;"8695";W-APV;"3M";-0.03209892357217781
