"Run Fondo";"fecha";"nombre_fondo";"nemotecnico_instrumento";"rut_emisor";"digito_verificador_emisor";"codigo_pais_emisor";"tipo_instrumento";"fecha_de_vencimiento";"situacion_del_instrumento";"clasificacion_riesgo";"codigo_grupo_empresarial";"cantidad_de_unidades";"tipo_de_unidades";"tir";"valora_par";"valor_relevante";"codigo_valorizacion";"base_tasa";"tipo_de_interes";"valorizacion_al_cierre";"codigo_moneda_liquidacion";"codigo_pais_transaccion";"porcentaje_capital_emisor";"porcentaje_activo_emisor";"porcentaje_activo_fondo"
"8032";2023-01-31;BICE EST BALANCEADA;BTP0450326;"60805000";"0";CL;BTP;2026-03-01;1;NA;"0";1800000000;$$;6.09;;;1;30;NC;1758786;$$;CL;0.000;0.000;2.233
"8032";2023-01-31;BICE EST BALANCEADA;BTP0450326;"60805000";"0";CL;BTP;2026-03-01;1;NA;"0";2150000000;$$;6.09;;;1;30;NC;2100773;$$;CL;0.000;0.000;2.667
"8032";2023-01-31;BICE EST BALANCEADA;CFIBIDELHY;"9734";"9";CL;CFI;;1;NA;"0";1575276;CU;;;75968.19;3;0;NA;1196709;PROM;CL;;0.000;1.519
"8032";2023-01-31;BICE EST BALANCEADA;CFMBICBNFK;"8029";"2";CL;CFM;;1;NA;"0";153875802;CU;;;1291.62;3;0;NA;1987491;$$;CL;5001.000;6.460;2.523
"8032";2023-01-31;BICE EST BALANCEADA;CFMBICCHAK;"8819";"6";CL;CFM;;1;NA;"0";373294956;CU;;;1248.56;3;0;NA;4660812;$$;CL;;0.046;5.916
"8032";2023-01-31;BICE EST BALANCEADA;CFMBICEBLK;"8750";"5";CL;CFM;;1;NA;"0";462259478;CU;;;985.32;3;0;NA;4554735;PROM;CL;;0.047;5.782
"8032";2023-01-31;BICE EST BALANCEADA;CFMBICELPK;"9238";K;CL;CFM;;1;NA;"0";543421;CU;;;1363.21;3;0;NA;7408;$$;CL;;0.004;0.009
"8032";2023-01-31;BICE EST BALANCEADA;CFMBICLTPK;"8537";"5";CL;CFM;;1;NA;"0";97996374;CU;;;1269.65;3;0;NA;1244211;$$;CL;19401.000;24.632;1.579
"8032";2023-01-31;BICE EST BALANCEADA;CFMBICMLPK;"9934";"1";CL;CFM;;1;NA;"0";2585844388;CU;;;1100.91;3;0;NA;28467819;$$;CL;;0.000;36.136
"8032";2023-01-31;BICE EST BALANCEADA;CFMBICVLRK;"8902";"8";CL;CFM;;1;NA;"0";453343;CU;;;1300.51;3;0;NA;5896;$$;CL;;0.018;0.007
"8032";2023-01-31;BICE EST BALANCEADA;CFMBICVNGK;"8142";"6";CL;CFM;;1;NA;"0";38717399;CU;;;1042.39;3;0;NA;403586;$$;CL;;0.004;0.512
"8032";2023-01-31;BICE EST BALANCEADA;BNPDBC010223;"97029000";"1";CL;PDBC;2023-02-01;1;NA;"0";1700000000;$$;0.91;;;1;30;NL;1699484;$$;CL;0.000;0.017;2.157
"8116";2023-01-31;ARRIESGADO;AGUAS-A;"61808000";"5";CL;ACC;;1;N-1;"85";713470;$$;;;190.78;3;0;NA;136116;$$;CL;;0.000;0.487
"8116";2023-01-31;ARRIESGADO;BBNSAD1015;"97018000";"1";CL;BB;2025-10-01;1;AAA;"32";5000;UF;3.48;;;1;365;RC;176160;UF;CL;0.000;0.000;0.630
"8116";2023-01-31;ARRIESGADO;BBNSAO0918;"97018000";"1";CL;BB;2028-09-01;1;AAA;"32";3000;UF;2.82;;;1;365;RC;104150;UF;CL;0.000;0.000;0.373
"8116";2023-01-31;ARRIESGADO;BBNSAP0919;"97018000";"1";CL;BB;2026-09-01;1;AAA;"32";10000;UF;3.09;;;1;365;RC;328441;UF;CL;0.000;0.001;1.175
"8116";2023-01-31;ARRIESGADO;BBNSAS0420;"97018000";"1";CL;BB;2025-10-09;1;AAA;"32";5000;UF;3.50;;;1;365;RC;166126;UF;CL;0.000;0.000;0.594
"8116";2023-01-31;ARRIESGADO;BBNSAS0420;"97018000";"1";CL;BB;2025-10-09;1;AAA;"32";10000;UF;3.50;;;1;365;RC;332251;UF;CL;0.000;0.001;1.189
"8116";2023-01-31;ARRIESGADO;BBNSAS0420;"97018000";"1";CL;BB;2025-10-09;1;AAA;"32";10000;UF;3.50;;;1;365;RC;332251;UF;CL;0.000;0.001;1.189
"8116";2023-01-31;ARRIESGADO;BBNSAS0420;"97018000";"1";CL;BB;2025-10-09;1;AAA;"32";5000;UF;3.50;;;1;365;RC;166126;UF;CL;0.000;0.000;0.594
"8116";2023-01-31;ARRIESGADO;BBNSAU0620;"97018000";"1";CL;BB;2026-06-09;1;AAA;"32";10000;UF;3.15;;;1;365;RC;332005;UF;CL;0.000;0.001;1.188
"8116";2023-01-31;ARRIESGADO;BCHIAB1211;"97004000";"5";CL;BB;2026-06-01;1;AAA;"3";6000;UF;3.19;;;1;365;RC;214935;UF;CL;0.000;0.000;0.769
"8116";2023-01-31;ARRIESGADO;BCHIAC1011;"97004000";"5";CL;BB;2026-10-01;1;AAA;"3";10000;UF;3.12;;;1;365;RC;361523;UF;CL;0.000;0.000;1.293
"8116";2023-01-31;ARRIESGADO;BCHIAX0613;"97004000";"5";CL;BB;2025-12-01;1;AAA;"3";2000;UF;3.41;;;1;365;RC;71344;UF;CL;0.000;0.000;0.255
"8116";2023-01-31;ARRIESGADO;BCHIEH0917;"97004000";"5";CL;BB;2026-03-01;1;AAA;"3";5000;UF;3.27;;;1;365;RC;170324;UF;CL;0.000;0.000;0.609
"8116";2023-01-31;ARRIESGADO;BCHIEI1117;"97004000";"5";CL;BB;2026-05-01;1;AAA;"3";2000;UF;3.18;;;1;365;RC;68165;UF;CL;0.000;0.000;0.244
"8116";2023-01-31;ARRIESGADO;BENAP-H;"92604000";"6";CL;BE;2025-06-15;1;AAA;"21";25000;UF;4.22;;;1;365;RC;815474;UF;CL;0.000;0.012;2.918
"8116";2023-01-31;ARRIESGADO;BENAP-H;"92604000";"6";CL;BE;2025-06-15;1;AAA;"21";20000;UF;4.22;;;1;365;RC;652379;UF;CL;0.000;0.009;2.334
"8116";2023-01-31;ARRIESGADO;BESTJ60109;"97030000";"7";CL;BB;2029-01-01;1;AAA;"21";3000;UF;2.77;;;1;365;RC;113126;UF;CL;0.000;0.000;0.405
"8116";2023-01-31;ARRIESGADO;BESTS50317;"97030000";"7";CL;BB;2026-03-01;1;AAA;"21";2000;UF;3.15;;;1;365;RC;71148;UF;CL;0.000;0.000;0.255
"8116";2023-01-31;ARRIESGADO;BITA-P0612;"97023000";"9";CL;BB;2026-06-01;1;AA;"76";3000;UF;3.20;;;1;365;RC;108302;UF;CL;0.000;0.000;0.387
"8116";2023-01-31;ARRIESGADO;BITAAJ0615;"97023000";"9";CL;BB;2025-06-01;1;AA;"76";5000;UF;3.84;;;1;365;RC;176573;UF;CL;0.000;0.000;0.632
"8116";2023-01-31;ARRIESGADO;BITAAJ0615;"97023000";"9";CL;BB;2025-06-01;1;AA;"76";3000;UF;3.84;;;1;365;RC;105944;UF;CL;0.000;0.000;0.379
"8116";2023-01-31;ARRIESGADO;BITAAJ0615;"97023000";"9";CL;BB;2025-06-01;1;AA;"76";2000;UF;3.84;;;1;365;RC;70629;UF;CL;0.000;0.000;0.253
"8116";2023-01-31;ARRIESGADO;BLQIF-D;"96929880";"5";CL;BE;2033-05-15;1;AA;"3";10000;UF;3.50;;;1;365;RC;331525;UF;CL;0.000;0.001;1.186
"8116";2023-01-31;ARRIESGADO;BPLZA-E;"76017019";"4";CL;BE;2031-10-25;1;AA;"73";1000;UF;2.89;;;1;365;RC;38075;UF;CL;0.000;0.000;0.136
"8116";2023-01-31;ARRIESGADO;BSECC10320;"97053000";"2";CL;BB;2026-03-01;1;AA;"35";10000;UF;3.33;;;1;365;RC;328400;UF;CL;0.000;0.000;1.175
"8116";2023-01-31;ARRIESGADO;BSECK70915;"97053000";"2";CL;BB;2025-09-01;1;AA;"35";2000;UF;3.78;;;1;365;RC;69661;UF;CL;0.000;0.000;0.249
"8116";2023-01-31;ARRIESGADO;BSOQU-H;"93007000";"9";CL;BE;2030-01-05;1;AA;"24";20000;UF;3.48;;;1;365;RC;471630;UF;CL;0.000;0.000;1.687
"8116";2023-01-31;ARRIESGADO;BSTD061118;"97036000";k;CL;BB;2029-05-01;1;AAA;"14";1000;UF;2.76;;;1;365;RC;33341;UF;CL;0.000;0.000;0.119
"8116";2023-01-31;ARRIESGADO;BSTD140216;"97036000";k;CL;BB;2027-02-01;1;AAA;"14";5000;UF;3.06;;;1;365;RC;177346;UF;CL;0.000;0.000;0.634
"8116";2023-01-31;ARRIESGADO;BTANN-AE;"96667560";"8";CL;BE;2024-06-15;1;AA;"119";16000;UF;6.62;;;1;365;RC;525863;UF;CL;0.000;0.000;1.881
"8116";2023-01-31;ARRIESGADO;BTP0450326;"60805000";"0";CL;BTP;2026-03-01;1;NA;"0";100000000;$$;6.09;;;1;365;RC;97709;$$;CL;0.000;0.000;0.350
"8116";2023-01-31;ARRIESGADO;BTP0470930;"60805000";"0";CL;BTP;2030-09-01;1;NA;"0";600000000;$$;5.54;;;1;365;RC;583543;$$;CL;0.000;0.000;2.088
"8116";2023-01-31;ARRIESGADO;BTP0470930;"60805000";"0";CL;BTP;2030-09-01;1;NA;"0";500000000;$$;5.54;;;1;365;RC;486286;$$;CL;0.000;0.000;1.740
"8116";2023-01-31;ARRIESGADO;BTP0470930;"60805000";"0";CL;BTP;2030-09-01;1;NA;"0";250000000;$$;5.54;;;1;365;RC;243143;$$;CL;0.000;0.000;0.870
"8116";2023-01-31;ARRIESGADO;BTP0470930;"60805000";"0";CL;BTP;2030-09-01;1;NA;"0";500000000;$$;5.54;;;1;365;RC;486286;$$;CL;0.000;0.000;1.740
"8116";2023-01-31;ARRIESGADO;BTP0470930;"60805000";"0";CL;BTP;2030-09-01;1;NA;"0";300000000;$$;5.54;;;1;365;RC;291771;$$;CL;0.000;0.000;1.044
"8116";2023-01-31;ARRIESGADO;BTP0470930;"60805000";"0";CL;BTP;2030-09-01;1;NA;"0";250000000;$$;5.54;;;1;365;RC;243143;$$;CL;0.000;0.000;0.870
"8116";2023-01-31;ARRIESGADO;BTP0500335;"60805000";"0";CL;BTP;2035-03-01;1;NA;"0";250000000;$$;5.54;;;1;365;RC;244887;$$;CL;0.000;0.000;0.876
"8116";2023-01-31;ARRIESGADO;BTP0500335;"60805000";"0";CL;BTP;2035-03-01;1;NA;"0";400000000;$$;5.54;;;1;365;RC;391820;$$;CL;0.000;0.000;1.402
"8116";2023-01-31;ARRIESGADO;BTP0501028;"60805000";"0";CL;BTP;2028-10-01;1;NA;"0";150000000;$$;5.56;;;1;365;RC;148952;$$;CL;0.000;0.000;0.533
"8116";2023-01-31;ARRIESGADO;BTP0501028;"60805000";"0";CL;BTP;2028-10-01;1;NA;"0";250000000;$$;5.56;;;1;365;RC;248253;$$;CL;0.000;0.000;0.888
"8116";2023-01-31;ARRIESGADO;BTP0501028;"60805000";"0";CL;BTP;2028-10-01;1;NA;"0";500000000;$$;5.56;;;1;365;RC;496507;$$;CL;0.000;0.000;1.776
"8116";2023-01-31;ARRIESGADO;BTP0501028;"60805000";"0";CL;BTP;2028-10-01;1;NA;"0";350000000;$$;5.56;;;1;365;RC;347555;$$;CL;0.000;0.000;1.243
"8116";2023-01-31;ARRIESGADO;BTP0501028;"60805000";"0";CL;BTP;2028-10-01;1;NA;"0";500000000;$$;5.56;;;1;365;RC;496507;$$;CL;0.000;0.000;1.776
"8116";2023-01-31;ARRIESGADO;BTP0501028;"60805000";"0";CL;BTP;2028-10-01;1;NA;"0";500000000;$$;5.56;;;1;365;RC;496507;$$;CL;0.000;0.000;1.776
"8116";2023-01-31;ARRIESGADO;BTP0600143;"60805000";"0";CL;BTP;2043-01-01;1;NA;"0";300000000;$$;5.53;;;1;365;RC;321093;$$;CL;0.000;0.000;1.149
"8116";2023-01-31;ARRIESGADO;BTP0700534;"60805000";"0";CL;BTP;2034-05-01;1;NA;"0";300000000;$$;5.42;;;1;365;RC;346578;$$;CL;0.000;0.000;1.240
"8116";2023-01-31;ARRIESGADO;BTU0190930;"60805000";"0";CL;BTU;2030-09-01;1;NA;"0";20000;UF;1.90;;;1;365;RC;711550;UF;CL;0.000;0.000;2.546
"8116";2023-01-31;ARRIESGADO;BTU0190930;"60805000";"0";CL;BTU;2030-09-01;1;NA;"0";2000;UF;1.90;;;1;365;RC;71155;UF;CL;0.000;0.000;0.255
"8116";2023-01-31;ARRIESGADO;BTU0190930;"60805000";"0";CL;BTU;2030-09-01;1;NA;"0";15000;UF;1.90;;;1;365;RC;533663;UF;CL;0.000;0.000;1.909
"8116";2023-01-31;ARRIESGADO;BTU0190930;"60805000";"0";CL;BTU;2030-09-01;1;NA;"0";3000;UF;1.90;;;1;365;RC;106733;UF;CL;0.000;0.000;0.382
"8116";2023-01-31;ARRIESGADO;BTU0200335;"60805000";"0";CL;BTU;2035-03-01;1;NA;"0";20000;UF;1.93;;;1;365;RC;717575;UF;CL;0.000;0.000;2.567
"8116";2023-01-31;ARRIESGADO;BTU0200335;"60805000";"0";CL;BTU;2035-03-01;1;NA;"0";10000;UF;1.93;;;1;365;RC;358788;UF;CL;0.000;0.000;1.284
"8116";2023-01-31;ARRIESGADO;BTU0200335;"60805000";"0";CL;BTU;2035-03-01;1;NA;"0";1000;UF;1.93;;;1;365;RC;35879;UF;CL;0.000;0.000;0.128
"8116";2023-01-31;ARRIESGADO;CAP;"91297000";"0";CL;ACC;;1;N-2;"12";6459;$$;;;7350.00;3;0;NA;47474;$$;CL;;0.001;0.170
"8116";2023-01-31;ARRIESGADO;CENCOSUD;"93834000";"5";CL;ACC;;1;N-1;"199";142336;$$;;;1430.00;3;0;NA;203540;$$;CL;;0.000;0.728
"8116";2023-01-31;ARRIESGADO;CHILE;"97004000";"5";CL;ACC;;1;N-1;"3";236976;$$;;;87.00;3;0;NA;20617;$$;CL;0.000;0.000;0.074
"8116";2023-01-31;ARRIESGADO;CMPC;"90222000";"3";CL;ACC;;1;N-1;"2";142343;$$;;;1369.00;3;0;NA;194868;$$;CL;;0.000;0.697
"8116";2023-01-31;ARRIESGADO;COLBUN;"96505760";"9";CL;ACC;;1;N-1;"2";2725278;$$;;;92.65;3;0;NA;252497;$$;CL;;0.014;0.903
"8116";2023-01-31;ARRIESGADO;COPEC;"90690000";"9";CL;ACC;;1;N-1;"1";33715;$$;;;6005.00;3;0;NA;202459;$$;CL;;0.000;0.724
"8116";2023-01-31;ARRIESGADO;ENELCHILE;"76536353";"5";CL;ACC;;1;N-2;"15";6009707;$$;;;37.59;3;0;NA;225905;$$;CL;;0.000;0.808
"8116";2023-01-31;ARRIESGADO;ENTEL;"92580000";"7";CL;ACC;;1;N-1;"27";70913;$$;;;3055.00;3;0;NA;216639;$$;CL;;0.000;0.775
"8116";2023-01-31;ARRIESGADO;FALABELLA;"90749000";"9";CL;ACC;;1;N-1;"73";33000;$$;;;1850.00;3;0;NA;61050;$$;CL;;0.000;0.218
"8116";2023-01-31;ARRIESGADO;SQM-B;"93007000";"9";CL;ACC;;1;N-3;"24";2809;$$;;;77446.00;3;0;NA;217546;$$;CL;;0.000;0.778
"8116";2023-01-31;ARRIESGADO;VAPORES;"90160000";"7";CL;ACC;;1;N-3;"3";3179536;$$;;;69.10;3;0;NA;219706;$$;CL;;0.016;0.786
"8245";2023-01-31;PORTFOLIO LIDER;CFILVPARI1;"7219";"2";CL;CFI;;1;NA;"0";40424;$$;;;11500.00;3;0;NA;464876;$$;CL;;0.000;0.952
"8245";2023-01-31;PORTFOLIO LIDER;CFIDHS2-A;"9082";"4";CL;CFI;;1;NA;"0";9717;$$;;;36469.63;3;0;NA;354375;$$;CL;;0.000;0.726
"8245";2023-01-31;PORTFOLIO LIDER;BTP0450326;"60805000";"0";CL;BTP;2026-03-01;1;NA;"0";40000000;$$;6.09;;;1;365;NC;39084;$$;CL;0.000;0.000;0.080
"8245";2023-01-31;PORTFOLIO LIDER;BTP0450326;"60805000";"0";CL;BTP;2026-03-01;1;NA;"0";250000000;$$;6.09;;;1;365;NC;244273;$$;CL;0.000;0.000;0.500
"8245";2023-01-31;PORTFOLIO LIDER;BTP0450326;"60805000";"0";CL;BTP;2026-03-01;1;NA;"0";200000000;$$;6.09;;;1;365;NC;195418;$$;CL;0.000;0.000;0.400
"8245";2023-01-31;PORTFOLIO LIDER;BTP0450326;"60805000";"0";CL;BTP;2026-03-01;1;NA;"0";200000000;$$;6.09;;;1;365;NC;195418;$$;CL;0.000;0.000;0.400
"8245";2023-01-31;PORTFOLIO LIDER;CFMLVACAPL;"8263";"5";CL;CFM;;1;NA;"0";31364939;$$;;;1480.77;3;0;NA;464443;$$;CL;;0.000;0.951
"8245";2023-01-31;PORTFOLIO LIDER;CFMLVESTRL;"8240";"6";CL;CFM;;1;NA;"0";70455265;$$;;;1527.82;3;0;NA;1076430;$$;CL;;0.000;2.204
"8245";2023-01-31;PORTFOLIO LIDER;CFMLVASIAL;"9023";"9";CL;CFM;;1;NA;"0";67223356;PROM;;;1014.36;3;0;NA;681887;PROM;CL;;0.000;1.396
"8245";2023-01-31;PORTFOLIO LIDER;CFMLVENFOL;"8723";"8";CL;CFM;;1;NA;"0";11325;$$;;;1110.32;3;0;NA;126;$$;CL;;0.000;0.000
"8245";2023-01-31;PORTFOLIO LIDER;ENELCHILE;"76536353";"5";CL;ACC;;1;N-2;"15";5489269;$$;;;37.59;3;0;NA;206342;$$;CL;;0.000;0.423
"8245";2023-01-31;PORTFOLIO LIDER;SMU;"76012676";"4";CL;ACC;;1;NA;"197";1709471;$$;;;123.50;3;0;NA;211120;$$;CL;;0.000;0.432
"8245";2023-01-31;PORTFOLIO LIDER;BSWTR-E;"76023435";"4";CL;BE;2034-09-08;1;A;"75";6500;UF;4.37;;;1;365;RC;239829;$$;CL;0.000;0.000;0.491
"8245";2023-01-31;PORTFOLIO LIDER;DES45G0107;"97018000";"1";CL;LH;2037-01-01;1;AAA;"32";5350;UF;3.79;;;1;360;RC;124093;$$;CL;0.000;0.000;0.254
"8245";2023-01-31;PORTFOLIO LIDER;DES5200104;"97018000";"1";CL;LH;2024-01-01;1;AAA;"32";3190;UF;5.47;;;1;360;RC;8543;$$;CL;0.000;0.000;0.017
"8245";2023-01-31;PORTFOLIO LIDER;BANSM-A;"96963440";"6";CL;BE;2028-03-21;1;AA;"0";4000;UF;6.97;;;1;365;RC;66878;$$;CL;0.000;0.000;0.137
"8245";2023-01-31;PORTFOLIO LIDER;DES4520107;"97018000";"1";CL;LH;2027-01-01;1;AAA;"32";1480;UF;4.44;;;1;360;RC;14495;$$;CL;0.000;0.000;0.030
"8245";2023-01-31;PORTFOLIO LIDER;DES5200106;"97018000";"1";CL;LH;2026-01-01;1;AAA;"32";1990;UF;4.86;;;1;360;RC;15397;$$;CL;0.000;0.000;0.032
"8245";2023-01-31;PORTFOLIO LIDER;FAL45T0106;"96509660";"4";CL;LH;2036-01-01;1;AA;"73";70;UF;3.88;;;1;360;RC;1526;$$;CL;0.000;0.000;0.003
"8245";2023-01-31;PORTFOLIO LIDER;CFILVFA-LV;"9306";"8";CL;CFI;;1;NA;"0";39228;$$;;;11376.01;3;0;NA;446258;$$;CL;;0.000;0.914
"8245";2023-01-31;PORTFOLIO LIDER;CFILVCORLV;"7210";"9";CL;CFI;;1;N-2;"0";14555;$$;;;146729.70;3;0;NA;2135651;$$;CL;1853.000;0.000;4.374
"8245";2023-01-31;PORTFOLIO LIDER;EST2180110;"97030000";"7";CL;LH;2035-01-01;1;AAA;"21";790;UF;3.74;;;1;360;RC;18192;$$;CL;0.000;0.000;0.037
"8245";2023-01-31;PORTFOLIO LIDER;BFSEC-H;"96655860";"1";CL;BE;2024-04-15;1;AA;"35";70000000;$$;9.81;;;1;365;NC;66811;$$;CL;0.000;0.000;0.137
"8245";2023-01-31;PORTFOLIO LIDER;BFSEC-H;"96655860";"1";CL;BE;2024-04-15;1;AA;"35";70000000;$$;9.81;;;1;365;NC;66811;$$;CL;0.000;0.000;0.137
"8245";2023-01-31;PORTFOLIO LIDER;CFI-LVDAIE;"9703";"9";CL;CFI;;1;NA;"0";919238;PROM;;;578.92;3;0;NA;532165;PROM;CL;1772.000;0.000;1.090
"8245";2023-01-31;PORTFOLIO LIDER;CFILVMXI-E;"9639";"3";CL;CFI;;1;NA;"0";357123;$$;;;992.31;3;0;NA;354377;$$;CL;;0.000;0.726
"8245";2023-01-31;PORTFOLIO LIDER;CFILVP2P;"9806";K;CL;CFI;;1;NA;"0";15880;$$;;;32387.37;3;0;NA;514311;$$;CL;;0.000;1.053
"8245";2023-01-31;PORTFOLIO LIDER;BCCA-F0919;"70016160";"9";CL;BE;2024-03-27;1;BBB;"147";200000000;$$;23.31;;;1;365;NC;156034;$$;CL;0.000;0.000;0.320
"8245";2023-01-31;PORTFOLIO LIDER;BCCA-F0919;"70016160";"9";CL;BE;2024-03-27;1;BBB;"147";100000000;$$;23.31;;;1;365;NC;78017;$$;CL;0.000;0.000;0.160
"8245";2023-01-31;PORTFOLIO LIDER;BCNOBG0119;"99500410";"0";CL;BB;2025-01-10;1;AA;"16";10000;UF;4.63;;;1;365;RC;337783;$$;CL;0.000;0.000;0.692
"8245";2023-01-31;PORTFOLIO LIDER;BINT-O1218;"97011000";"3";CL;BB;2025-12-01;1;AA;"136";20000;UF;3.83;;;1;365;RC;674140;$$;CL;0.000;0.000;1.381
"8245";2023-01-31;PORTFOLIO LIDER;BCFSA-J;"79619200";"3";CL;BE;2029-05-15;1;AA;"16";10000;UF;3.71;;;1;365;RC;317952;$$;CL;0.000;0.000;0.651
"8245";2023-01-31;PORTFOLIO LIDER;CFI-LVEMDL;"9963";"5";CL;CFI;;1;NA;"0";17950;PROM;;;66163.45;3;0;NA;1187634;PROM;CL;9288.000;0.000;2.432
"8245";2023-01-31;PORTFOLIO LIDER;CFMLVDCHIL;"10066";"8";CL;CFM;;1;NA;"0";42640;PROM;;;7632.94;3;0;NA;325469;PROM;CL;345.000;0.000;0.667
"8245";2023-01-31;PORTFOLIO LIDER;CFIMERPI-E;"10121";"4";CL;CFI;;1;NA;"0";195000;$$;;;1046.24;3;0;NA;204017;$$;CL;1274.000;0.000;0.418
"8245";2023-01-31;PORTFOLIO LIDER;CFI-LVRULE;"10051";K;CL;CFI;;1;NA;"0";75000;PROM;;;8636.76;3;0;NA;647757;PROM;CL;3054.000;0.000;1.327
"8245";2023-01-31;PORTFOLIO LIDER;BFORU-BU;"96678790";"2";CL;BE;2024-05-01;1;AA;"0";10000;UF;7.21;;;1;365;RC;323717;$$;CL;0.000;0.000;0.663
"8245";2023-01-31;PORTFOLIO LIDER;BCAJBF0322;"81826800";"9";CL;BE;2027-03-10;1;AA;"136";10000;UF;5.12;;;1;365;RC;338533;$$;CL;0.000;0.000;0.693
"8245";2023-01-31;PORTFOLIO LIDER;BEILC-F;"94139000";"5";CL;BE;2023-06-15;1;AA;"136";300000000;$$;12.31;;;1;365;NC;150881;$$;CL;0.000;0.000;0.309
"8245";2023-01-31;PORTFOLIO LIDER;FNINT-130323;"97011000";"3";CL;DPC;2023-03-13;1;N-1;"136";150000000;$$;0.97;;;1;30;NL;148035;$$;CL;0.000;0.000;0.303
"8245";2023-01-31;PORTFOLIO LIDER;FNINT-130323;"97011000";"3";CL;DPC;2023-03-13;1;N-1;"136";150000000;$$;0.97;;;1;30;NL;148035;$$;CL;0.000;0.000;0.303
"8245";2023-01-31;PORTFOLIO LIDER;FNINT-130323;"97011000";"3";CL;DPC;2023-03-13;1;N-1;"136";100000000;$$;0.97;;;1;30;NL;98690;$$;CL;0.000;0.000;0.202
"8245";2023-01-31;PORTFOLIO LIDER;CFMELEAH-L;"10260";"1";CL;CFM;;1;NA;"0";50000;$$;;;1052.99;3;0;NA;52650;$$;CL;3582.000;0.000;0.108
"8245";2023-01-31;PORTFOLIO LIDER;CFMELEEQ-L;"10259";"8";CL;CFM;;1;NA;"0";44250;$$;;;1006.65;3;0;NA;44544;$$;CL;50.000;0.000;0.091
"8245";2023-01-31;PORTFOLIO LIDER;CFMELERE-L;"10258";K;CL;CFM;;1;NA;"0";44250;$$;;;995.93;3;0;NA;44070;$$;CL;50.000;0.000;0.090
"8245";2023-01-31;PORTFOLIO LIDER;BBEFS-PS7A;"96971830";"8";CL;BS;2027-03-31;1;AAA;"163";10000;UF;6.48;;;1;365;RC;329664;$$;CL;0.000;0.000;0.675
"8245";2023-01-31;PORTFOLIO LIDER;CFMELEPR-L;"10320";"9";CL;CFM;;1;NA;"0";50000;$$;;;1051.36;3;0;NA;52568;$$;CL;100.000;0.000;0.108
"8245";2023-01-31;PORTFOLIO LIDER;CFI-PRALLE;"10318";"7";CL;CFI;;1;NA;"0";30000;PROM;;;8072.32;3;0;NA;242170;PROM;CL;2122.000;0.000;0.496
"8245";2023-01-31;PORTFOLIO LIDER;CFIAEAC-E;"9635";"0";CL;CFI;;1;NA;"0";54884;$$;;;1001.54;3;0;NA;54969;$$;CL;;0.000;0.113
"8245";2023-01-31;PORTFOLIO LIDER;CFI-AEMDAE;"10270";"9";CL;CFI;;1;NA;"0";787054;PROM;;;859.94;3;0;NA;676819;PROM;CL;14311.000;0.000;1.386
"8245";2023-01-31;PORTFOLIO LIDER;EST4170108;"97030000";"7";CL;LH;2028-01-01;1;AAA;"21";770;UF;4.77;;;1;360;RC;8974;$$;CL;0.000;0.000;0.018
"8245";2023-01-31;PORTFOLIO LIDER;AGUAS-A;"61808000";"5";CL;ACC;;1;N-1;"85";937867;$$;;;190.78;3;0;NA;178926;$$;CL;;0.000;0.366
"8245";2023-01-31;PORTFOLIO LIDER;ALMENDRAL;"94270000";"8";CL;ACC;;1;N-3;"27";7188229;$$;;;22.34;3;0;NA;160585;$$;CL;;0.000;0.329
"8245";2023-01-31;PORTFOLIO LIDER;ANDINA-A;"91144000";"8";CL;ACC;;1;N-2;"0";34332;$$;;;1601.50;3;0;NA;54983;$$;CL;;0.000;0.113
"8245";2023-01-31;PORTFOLIO LIDER;ANDINA-B;"91144000";"8";CL;ACC;;1;N-2;"0";76231;$$;;;1975.00;3;0;NA;150556;$$;CL;;0.000;0.308
"8245";2023-01-31;PORTFOLIO LIDER;ANTARCHILE;"96556310";"5";CL;ACC;;1;N-2;"1";21255;$$;;;6900.00;3;0;NA;146660;$$;CL;;0.000;0.300
"8245";2023-01-31;PORTFOLIO LIDER;BCI;"97006000";"6";CL;ACC;;1;N-1;"13";7051;$$;;;24000.00;3;0;NA;169224;$$;CL;;0.000;0.347
"8245";2023-01-31;PORTFOLIO LIDER;CENCOSUD;"93834000";"5";CL;ACC;;1;N-1;"199";258611;$$;;;1430.00;3;0;NA;369814;$$;CL;;0.000;0.757
"8245";2023-01-31;PORTFOLIO LIDER;CHILE;"97004000";"5";CL;ACC;;1;N-1;"3";1865482;$$;;;87.00;3;0;NA;162297;$$;CL;;0.000;0.332
"8245";2023-01-31;PORTFOLIO LIDER;CMPC;"90222000";"3";CL;ACC;;1;N-1;"2";129226;$$;;;1369.00;3;0;NA;176910;$$;CL;;0.000;0.362
"8245";2023-01-31;PORTFOLIO LIDER;COLBUN;"96505760";"9";CL;ACC;;1;N-1;"2";2092195;$$;;;92.65;3;0;NA;193842;$$;CL;;0.000;0.397
"8245";2023-01-31;PORTFOLIO LIDER;CONCHATORO;"90227000";"0";CL;ACC;;1;N-2;"7";86501;$$;;;1017.00;3;0;NA;87972;$$;CL;;0.000;0.180
"8245";2023-01-31;PORTFOLIO LIDER;ITAUCORP;"97023000";"9";CL;ACC;;1;N-1;"76";168034807;$$;;;1.81;3;0;NA;304143;$$;CL;;0.000;0.623
